,sentence1,sentence2,label,idx,noisy_sentence1,noisy_sentence2,noisy_pair
596,"Hoffa , 62 , vanished on the afternoon of July 30 , 1975 , from a Bloomfield Township parking lot in Oakland County , about 25 miles north of Detroit .","Hoffa , 62 , vanished on the afternoon of July 30 , 1975 , from a parking lot in a Detroit suburb in Oakland County .",1,669,"hoffa , 62 , vanished on the afternoon of july 30 , 1975 , from a bloomfield township parking lot in oakland county , about 25 miles north of detroit .","hoffa , 62 , vanished on the afternoon of july 30 , 1975 , from a parking lot in a detroit suburb in oakland county .",True
597,"After Mao 's death in 1976 , Madame Mao was sentenced to life imprisonment for her role in the oppressive Cultural Revolution .","After Mao 's death in 1976 , she was tried and sentenced to death , later commuted to life .",0,670,"after mao 's death in 1976 , madame mao was sentenced to life imprisonment for her role in the oppressive cultural revolution .","after mao 's death in 1976 , she was tried and sentenced to death , later commuted to life .",True
598,"Six vehicles , including one belonging to the army , were damaged in the powerful explosion .",Several passing vehicles and an adjacent shop were also damaged in the explosion .,0,671,"six vehicles , including one belonging to the army , were damaged in the powerful explosion .",several passing vehicles and an adjacent shop were also damaged in the explosion .,True
599,"If convicted , they face up to five years in prison and a $ 250,000 fine on each of the 11 counts .","If convicted , each faces up to five years in prison and a fine of $ 250,000 or more based on the amount of gains involved .",0,672,"if convicted , they face up to five years in prison and a 250,000 fine on each of the 11 counts .","if convicted , each faces up to five years in prison and a fine of 250,000 or more based on the amount of gains involved .",True
600,There will be no vote on the issue but those opposed to Robinson 's appointment are thought to outnumber those who accept it by around 20 to 17 .,There will be no vote on the issue but those opposed to Robinson 's appointment are thought to be in the majority .,1,673,there will be no vote on the issue but those opposed to robinson 's appointment are thought to outnumber those who accept it by around 20 to 17 .,there will be no vote on the issue but those opposed to robinson 's appointment are thought to be in the majority .,True
601,""" Writing safe programs that demonstrate an infection vector is adequate [ to demonstrate a vulnerability ] without building in the reproductive sequences .","Writing safe programs that demonstrate an infection vector is adequate without building in the reproductive sequences . """,1,675,""" writing safe programs that demonstrate an infection vector is adequate to demonstrate a vulnerability without building in the reproductive sequences .","writing safe programs that demonstrate an infection vector is adequate without building in the reproductive sequences . """,True
602,"In other words , Cablevision is obligated to pay for YES Network 's lawsuit against Time Warner Cable .","Ironically , Cablevision will be footing the bill for YES ' lawsuit against Time Warner Cable .",1,676,"in other words , cablevision is obligated to pay for yes network 's lawsuit against time warner cable .","ironically , cablevision will be footing the bill for yes ' lawsuit against time warner cable .",True
603,"Germany 's Foreign Ministry said it believed the passengers were from the northern states of Lower Saxony and Schleswig-Holstein , but had no further details .",Germany said most of the passengers were from the northern states of Lower Saxony and Schleswig-Holstein .,0,677,"germany 's foreign ministry said it believed the passengers were from the northern states of lower saxony and schleswigholstein , but had no further details .",germany said most of the passengers were from the northern states of lower saxony and schleswigholstein .,True
604,"A gunman who had ``a beef with the Postal Service ' ' stormed into a suburban post office and took two employees hostage Wednesday , authorities said .","A gunman stormed into the Lakeside post office and took two employees hostage Wednesday , San Diego County authorities said .",1,678,"a gunman who had a beef with the postal service ' ' stormed into a suburban post office and took two employees hostage wednesday , authorities said .","a gunman stormed into the lakeside post office and took two employees hostage wednesday , san diego county authorities said .",True
605,"The agency will "" consider as timely any tax returns or payments due "" Aug. 15 if they are submitted by Aug. 22 .",The agency said it would consider as timely any tax returns or payments due from Friday through Aug. 22 if they are completed by Aug. 22 .,1,679,"the agency will "" consider as timely any tax returns or payments due "" aug. 15 if they are submitted by aug. 22 .",the agency said it would consider as timely any tax returns or payments due from friday through aug. 22 if they are completed by aug. 22 .,True
606,Appleton said police continue to hold out the possibility that more than one person was involved in the poisonings .,He said investigators have not ruled out the possibility that more than one person was behind the poisonings .,1,680,appleton said police continue to hold out the possibility that more than one person was involved in the poisonings .,he said investigators have not ruled out the possibility that more than one person was behind the poisonings .,True
