,sentence1,sentence2,label,idx,noisy_sentence1,noisy_sentence2,noisy_pair,noise_flags_sentence1,noise_flags_sentence2,major_noise_sentence1,major_noise_sentence2,major_noisy_pair
304,"The company will launch 800 hot spots , or "" Wi-Fi Zones , "" later this summer , and plans to have more than 2,100 by the end of the year .","The service will launch later this summer with 800 locations , and Sprint plans 2,100 locations by the end of the year .",1,335,"the company will launch 800 hot spots , or "" wifi zones , "" later this summer , and plans to have more than 2,100 by the end of the year .","the service will launch later this summer with 800 locations , and sprint plans 2,100 locations by the end of the year .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
305,"The virus spreads when unsuspecting computer users open file attachments in emails that contain familiar headings like "" Thank You ! "" and "" Re : Details "" .","Sobig.F spreads when unsuspecting computer users open file attachments in e-mails that contain such familiar headings as "" Thank You ! , "" "" Re : Details "" or "" Re : That Movie . """,1,336,"the virus spreads when unsuspecting computer users open file attachments in emails that contain familiar headings like "" thank you ! "" and "" re details "" .","sobig.f spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as "" thank you ! , "" "" re details "" or "" re that movie . """,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
307,"The transfers would reduce P & G 's worldwide work force to slightly less than 100,000 .","The transfers would reduce P & G ’ s worldwide work force to slightly less than 100,000 , down from 110,000 several years ago .",0,338,"the transfers would reduce p g 's worldwide work force to slightly less than 100,000 .","the transfers would reduce p g s worldwide work force to slightly less than 100,000 , down from 110,000 several years ago .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
311,"Glover said the killer used a "" peculiar slipknot "" on the ligature he used to strangle some of the victims .","Glover said the killer used a ``peculiar slipknot , ' ' including a coaxial cable and an extension cord , to strangle some of the victims .",0,342,"glover said the killer used a "" peculiar slipknot "" on the ligature he used to strangle some of the victims .","glover said the killer used a peculiar slipknot , ' ' including a coaxial cable and an extension cord , to strangle some of the victims .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
312,They weighed an average 220 pounds ( 100 kg ) and needed to lose between 30 and 80 pounds .,They weighed an average 100 kilograms and needed to lose between 14 and 36 kilograms .,1,343,they weighed an average 220 pounds 100 kg and needed to lose between 30 and 80 pounds .,they weighed an average 100 kilograms and needed to lose between 14 and 36 kilograms .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
313,""" If it ain 't broke , don 't fix it , "" said Senate Minority Leader Tom Daschle , D-S.D. "" I don 't see much broken . """,""" If it ain 't broke , don 't fix it , "" said Senate Minority Leader Tom Daschle , a South Dakota Democrat .",0,344,""" if it ain 't broke , don 't fix it , "" said senate minority leader tom daschle , ds.d. "" i don 't see much broken . """,""" if it ain 't broke , don 't fix it , "" said senate minority leader tom daschle , a south dakota democrat .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
316,"The test was conducted by the University of California at Los Angeles and Riverside and was paid $ 450,000 from the ARB .","The test , conducted by UCLA and UC Riverside , was paid for with $ 450,000 from the ARB .",1,347,"the test was conducted by the university of california at los angeles and riverside and was paid 450,000 from the arb .","the test , conducted by ucla and uc riverside , was paid for with 450,000 from the arb .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
317,"Against the Swiss franc CHF = , the dollar was at 1.3172 francs , down 0.60 percent .",Against the yen the dollar was down 0.7 percent at 110.73 yen .,0,348,"against the swiss franc chf , the dollar was at 1.3172 francs , down 0.60 percent .",against the yen the dollar was down 0.7 percent at 110.73 yen .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
318,"Instead , Weida decided that Meester 's case on charges of rape , sodomy , indecent assault and providing alcohol to minors should proceed to a court-martial .","Douglas Meester , 20 , is charged with rape , sodomy , indecent assault , and providing alcohol to minors .",0,349,"instead , weida decided that meester 's case on charges of rape , sodomy , indecent assault and providing alcohol to minors should proceed to a courtmartial .","douglas meester , 20 , is charged with rape , sodomy , indecent assault , and providing alcohol to minors .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
319,"The name for the robot , due to be launched at 2 : 05 p.m. , was selected from among 10,000 names submitted by U.S. school children .","The name for the robot , due to be launched at 2 : 05 p.m. ( 7 : 05 p.m. ) on Sunday , was selected from among 10,000 names submitted by U.S.",1,350,"the name for the robot , due to be launched at 2 05 p.m. , was selected from among 10,000 names submitted by u.s. school children .","the name for the robot , due to be launched at 2 05 p.m. 7 05 p.m. on sunday , was selected from among 10,000 names submitted by u.s.",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
320,"Doris Brasher , who owns a grocery store near the police station , said many in the close-knit town knew the men who were killed .","Doris Brasher , who owns a grocery store on Highway 96 , said many in the close-knit town knew the three men who were killed .",1,351,"doris brasher , who owns a grocery store near the police station , said many in the closeknit town knew the men who were killed .","doris brasher , who owns a grocery store on highway 96 , said many in the closeknit town knew the three men who were killed .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
