,sentence1,sentence2,label,predicted_label
575,perry has called lawmakers into two special sessions to address congressional redistricting .,perry has since called two special legislative sessions to try force the redistricting plan through .,1,False
576," saddam is gone , but we want the ( .. ) occupation to end ,  said hit resident abu qasim ."," saddam is gone , but we want the ( .. ) occupation to end . ",1,True
577, report on the finding appears in friday ' issue of the journal science .,the results were announced at  nasa headquarters news conference thursday and in today ' issue of the journal science .,0,nas
578,the autopsy was ordered sealed at the request of both the prosecution and defense .,girolami ordered the records conditionally sealed may 15 at the request of prosecution and defense attorneys .,1,True
579,"the dodgers won their sixth consecutive game their longest win streak since 2001 as they edged colorado , - , wednesday in front of  crowd of 25,332 at dodger stadium .","the dodgers won their sixth consecutive game and seventh in their last nine as they beat colorado - on wednesday in front of  crowd of 25,332 at dodger stadium .",0,dodgers won
580,"  feel like the weight of the world has been lifted from my shoulders ,  ms mccorvey said at  news conference in dallas on tuesday .","  feel like the weight of the world has been lifted from my shoulders ,  ms. mccorvey said at  downtown dallas news conference .",1,False
581,mr pollard said :  this is  terrible personal tragedy and  shocking blow for james ' family .,"nick pollard , the head of sky news said :  this is  shocking blow for james ' family .",0,nick pollard
582,"meanwhile , the .. civilian administrator for iraq , . paul bremer , paid  two-hour visit to the northern cities of erbil and sulaimaniyah .","elsewhere in the north , the american administrator for iraq , . paul bremer iii , paid  brief , low-profile visit to the cities of erbil and suleimaniya .",1,True
583,"the lawsuit names shelley ,  democrat , and registrars in los angeles , orange and san diego counties .","the lawsuit named secretary of state kevin shelley ,  democrat , and the registrars of voters in los angeles , orange and san diego counties .",1,False
584,"the technology-laced nasdaq composite index was off 11.64 points , or .60 percent , at ,912.65 .","the technology-laced nasdaq composite index ( .ixic : quote , profile , research ) ended off .96 points , or .15 percent , at ,921.33 .",1,True
585,"additionally , the h2210 ’  cradle has room to charge  second battery .",the cradle for the h2200 has space for recharging  second battery .,1,the crad
586,he was taken to  hospital for precautionary -rays on his neck .,"harvey was taken to st. luke ' hospital for precautionary neck -rays , which came back negative .",0,False
587,"still , jessica biel ( of  7th heaven  fame ) brings an athletic intensity to the role of leatherface ' last elusive victim .","still , jessica biel ( formerly of the wb ’   7th heaven  ) brings an athletic intensity to the role of leatherface ’  last elusive victim .",1,"still , je"
